,sighted_timestamp,city,state,country,shape,duration_seconds,duration_mins,comments,date_posted,latitude,longitude
0,9/24/2013 22:33,columbus,oh,us,oval,900.0,15 minutes,((HOAX??))  A big colorful oval shaped vessel slowly descending&#44 while spinning and moving forward. No noise what so ever.,9/30/2013,39.961111100000004,-82.99888890000001
1,9/24/2013 23:00,rapid city,mi,us,triangle,900.0,15 minutes,Reddish Lights on a Triangle Seen by 8+ people.,9/30/2013,44.834444399999995,-85.2825
2,9/25/1966 17:00,los banos,ca,us,egg,180.0,2-3 min,2 egg shaped objects in daylight near Los Banos CA,10/15/2002,37.0583333,-120.84888889999999
3,9/25/1976 22:00,akron,oh,us,light,900.0,15 mins,large ball of light&#44 made no sound,12/2/2000,41.08138889999999,-81.5191667
4,9/25/1979 20:30,cottage grove,mn,us,circle,300.0,5 minutes,Saucer shape in city of Cottage Grove&#44MN seen for 5 minutes,11/28/2007,44.8277778,-92.9436111
5,9/25/1981 22:00,blue springs,mo,us,other,600.0,10 minutes,When I felt the bed sheets grazing my back&#44 I knew I was the one moving and not the bed.,3/21/2003,39.01694439999999,-94.28138890000001
6,9/25/1987 18:00,alvarado,tx,us,light,600.0,10 min,Hey&#44 it&#39s Following Us&#33,6/18/2004,32.406388899999996,-97.2113889
7,9/25/1988 14:00,polpero&#44 cornwall (uk/england),,,circle,6.0,6secopnds,At approximately 14.00 hrs whilst playing a game of table tennis outside&#44 i looked almost directly into the clear sky above me. As some,5/14/2002,50.331614,-4.51699
8,9/25/1991 18:00,clemson,sc,us,triangle,120.0,2 minutes,Traingular craft&#44 with a circle in it&#39s center&#44.  circular lights in the circle that rotated.,6/12/2008,34.6833333,-82.8375
9,9/25/1992 19:00,chino,ca,us,disk,900.0,15 minutes,We saw what we thought was an eclipsed moon&#44 at first. Saucer craft remained motionless in the sky.,10/30/2006,34.012222200000004,-117.68805559999998
10,9/25/1992 21:30,golden valley,mn,us,flash,9000.0,2.5 hours,A flashing bright&#44 white light hovered over my neighborhood for over 2 hours.,4/1/2000,45.0097222,-93.3488889
11,9/25/1995 00:00,hernando,fl,us,triangle,120.0,2 minutes,well i was over a friends house i was 15 years old. i have a telescope and we were looking at the moon it was a clear night and fule mo,3/11/2006,28.8997222,-82.37472220000001
12,9/25/1995 06:01,salt lake city,ut,us,,8.0,8 sec.,FAA controller reports seeing bright red/orange obj. streaking E to W in S sky 20 deg. above horizon.  Left straight&#44glowing trail.,11/2/1999,40.7608333,-111.89027779999999
13,9/25/1995 21:18,flushing,mi,us,,120.0,2 min.,Man hears dog barking&#44 goes outside&#44 sees a bright &quot;falling star.&quot;  Looked like &quot;a spider dropping on a string.&quot; (See 26SE95.),11/2/1999,43.063055600000006,-83.8511111
14,9/25/1995 22:30,seattle,wa,us,triangle,120.0,1-2 min.,Cloudless night&#44 clear: craft silent&#44 six round&#44 pale orange lights on underside of craft; travelled south to north&#44 not fast.I saw it,1/28/1999,47.6063889,-122.33083329999998
15,9/25/1996 22:00,oxford (uk/england),,gb,unknown,600.0,10 minutes,Scanned by something,10/12/2001,51.75,-1.25
16,9/25/1997 02:00,toronto (canada),on,ca,light,900.0,15min,bright round object zig zaging back and forth up and down over lake ontario canada side.,1/11/2002,43.666667,-79.416667
17,9/25/1997 22:00,clearfield,ut,us,triangle,90.0,60-90 seconds,We observed a low flying craft (aprox.100yards up ) hovering over head and moving in a westerly direction. The movement was slow.,1/28/1999,41.110833299999996,-112.0252778
18,9/25/1997 23:00,toronto (canada),on,ca,light,900.0,10-15 min,reddish orange lights popping in and out of sky randomly all in different spots,2/12/2004,43.666667,-79.416667
19,9/25/1998 00:40,milwaukee (80 miles nw of&#44 6000ft msl),wi,us,oval,20.0,20 sec.,I&#39m a Cargo Pilot who flies a nightly run between MKE and EAU&#44 WI.  At 0040 central time. My co-pilot and I witnessed a very intense li,8/5/2001,43.038888899999996,-87.90638890000001
20,9/25/1998 05:41,memphis,tn,us,flash,180.0,3 min,Approx. it was 5:41 in the morning and I was driving down this road called farm road and all of a sudden&#44 I see this flash and it went,9/26/1998,35.14944439999999,-90.04888890000001
21,9/25/1998 12:15,fire island pines (off great south bay),ny,us,cylinder,600.0,10min,While Kayaking in the Bay&#44 I noticed a large black Cylinder rolling/floating in the sky&#44 I pointed it out to a man on shore and a passi,11/1/1998,40.6652778,-73.0686111
22,9/25/1998 20:00,acampo,ca,us,teardrop,3.0,2-3 sec,An orange colored&#44 teardrop shaped object trailed by white sparks   appeared in the Eastern sky at about 130 degrees from the horizon.,11/19/1998,38.1747222,-121.2775
23,9/25/1998 21:25,monroe,wa,us,fireball,3.0,3 seconds,Bright green ball of light about size of moon apeared at 60 degrees ended at 20 degrees,11/1/1998,47.8555556,-121.9697222
24,9/25/1998 21:25,silverdale (near seattle) across from nsb bangor (trident su,wa,,fireball,3.0,<3 seconds,One (1) Large green fireball.,9/26/1998,47.751073999999996,-120.74013899999999
25,9/25/1998 23:00,bellevue/redmond,wa,,rectangle,1500.0,25 minutes,craft leaped across the sky to hover above me,2/22/2005,47.601156,-122.163676
26,9/25/1998 23:00,bosque farms,nm,us,unknown,180.0,~3 minutes,Well I was looking at the cresent moon with my celestron 4.5 telescope and I saw a shadow traveling across the moon.,11/20/2002,34.8547222,-106.7047222
27,9/25/1998 23:00,eskasoni (canada),ns,,light,5.0,5 seconds,Blue Light rockets up into space,2/14/2006,45.948514,-60.601152
28,9/25/1998 23:40,san diego north county (mira mesa),ca,,sphere,1.0,1 sec,a fast moving green glowing airborn object&#44 came into view and traversed my field of vision in a southwardly direction as I drove my ca,9/26/1998,32.715738,-117.161084
29,9/25/1998 24:00,marysville,oh,us,disk,10.0,10sec&#39s.,red/orange in color&#44 hovered for about 5 seconds&#44 turned white and disappeared.,9/26/1998,40.236388899999994,-83.3672222
30,9/25/1999 00:45,wilberfoss&#44 york (uk/england),,,light,120.0,2 mins,Blue/white fanning light&#44 which closed to a point and gradually faded to ground level,10/2/1999,53.951048,-0.8847229999999999
31,9/25/1999 02:00,franklin,nc,us,circle,1800.0,30m,Recently my mother and myself have witnesst a white light with red and blue lights flashing around it.We have witnesst it together and,11/20/2002,35.1822222,-83.3816667
32,9/25/1999 19:15,everett,wa,us,light,300.0,3-5 minutes,I watched a streak of light move in a southerly direction heading downward eventually disappearing behind the Olympic Mountains.,10/2/1999,47.9791667,-122.20083329999999
33,9/25/1999 19:30,goldendale (3 miles ne of),wa,us,circle,5.0,3-5sec,Bright greenish light heading north-east,11/2/1999,45.8208333,-120.82055559999999
34,9/25/1999 20:00,ewen,mi,us,fireball,1.0,1 sec,Greenish blue fireball which appeared to be quite large in size.  Arced toward earth in a west to east direction but north of Ewen&#44 MI.,10/2/1999,46.535277799999996,-89.28111109999999
35,9/25/1999 20:00,nashville,tn,us,cigar,60.0,1 minute?,silver cigar shape,10/2/1999,36.165833299999996,-86.7844444
36,9/25/1999 21:20,riverside,ca,us,other,600.0,10 min,two objects came from east to west then broke apart soon they came together again but now there were three they zigzagged between eacho,10/2/1999,33.9533333,-117.39527779999999
37,9/25/1999 22:00,duanesburg (mohawk valley),ny,us,light,600.0,10mins,We could not identify shape since it was night.  The lights were identifiable.  Not as an airplane&#44 we&#39ve seen those often around here&#44,10/2/1999,42.7619444,-74.13416670000001
38,9/25/1999 23:08,las vegas,nv,us,disk,240.0,4 minutes,(Peter: we discussed this over the phone with you last Saturday). My husband and I were outside in our spa in South Las Vegas. At 11:08,10/2/1999,36.175,-115.1363889
39,9/25/1999 23:08,las vegas,nv,us,oval,420.0,7 minutes,Location:South Las Vegas Time/Date 9/25/99 at 11:08 pm Sighting:5 round objects (about 1/2 size of the full moon)appearing one at a tim,10/2/1999,36.175,-115.1363889
40,9/25/1999 23:10,lake oswego,or,us,formation,240.0,4min.,As reported directly to Peter Davenport by phone 9-25-99&#44 23:25pm-------I went outside with binoculars to do a sky watch and was lookin,10/2/1999,45.4208333,-122.66944440000002
41,9/25/2000 17:00,palatine,il,us,circle,300.0,2-5 min,round black object hovering over line of trees,12/2/2000,42.1102778,-88.0341667
42,9/25/2000 17:30,glendale,ca,us,oval,720.0,10-12 minutes,Formation of bright white objects observed over Los Angeles.,12/2/2000,34.1425,-118.25416670000001
43,9/25/2000 19:30,fairfield,ca,us,circle,120.0,< 2 min,can&#39t access examples,12/2/2000,38.249444399999994,-122.0388889
44,9/25/2000 19:30,albuquerque,nm,us,light,1800.0,30 minutes,At twilight we saw through binoculars three bright lights arranged in an inverted triangle making small darting movements in place.,12/2/2000,35.084444399999995,-106.65055559999999
45,9/25/2000 20:12,maunaloa (molokai),hi,us,chevron,120.0,2 minutes,Never before seen Red Lights,12/2/2000,21.1363889,-157.2138889
46,9/25/2000 20:15,shoreline,wa,us,triangle,7.0,6 or 7 seconds,2 Triangle Shaped&#44 Low Flying&#44 Silent Craft over Seattle- 9/25/00,12/2/2000,47.7558333,-122.3402778
47,9/25/2001 04:20,fountain hills,az,us,triangle,15.0,10=15 seconds,Dark unlit aircraft passes at low altitude,10/12/2001,33.6116667,-111.71666670000002
48,9/25/2001 09:15,santa barbara,ca,us,unknown,1200.0,20 min,intense red dot high in the sky that started to blink.,10/12/2001,34.4208333,-119.69722220000001
49,9/25/2001 14:00,burns lake (canada),bc,ca,disk,60.0,1min.,saw one chrome saucer hovering looked away for a second and it dissappeared,3/21/2003,54.216667,-125.766667
50,9/25/2001 14:00,sunbury,pa,us,light,300.0,atleast 5 min.,Possible Central Pennsylvania Sighting ~09.25.01,10/12/2001,40.8625,-76.79472220000001
51,9/25/2001 21:00,columbia,sc,us,light,15.0,15 seconds,Star-like object reported in Natchitoches&#44 LA seen previously in South Carolina,3/4/2003,34.000555600000006,-81.035
52,9/25/2001 21:15,ashgrove,mo,,unknown,2100.0,35 min,2 objects in the sky,10/12/2001,37.315326,-93.5852
53,9/25/2001 21:45,veedersburg,in,us,triangle,900.0,approx. 15min,Was on way home at approx. 9:45pm.  Came to a &quot;T&quot; in the road by church/cemetery.  Thats when I looked up and noticed a triangular airc,10/12/2001,40.1130556,-87.2625
54,9/25/2001 22:00,red deer (canada),ab,ca,other,2.0,1-2 sec,Uniform dots of lights&#44 smooth&#44 quick&#44 unique&#44 straight line vector dissappearing into the sky.,10/12/2001,52.266667,-113.8
55,9/25/2002 04:00,fayette,mo,us,disk,2.0,seconds,It was in the afternoon. On the way home in the country on a gravel road surounded by corn feilds. The sky was a light blue. no clouds.,10/15/2002,39.1458333,-92.6836111
56,9/25/2002 05:25,kennesaw,ga,us,diamond,300.0,5 mins,Three diamond shaped lights spotted in kennesaw GA,9/29/2002,34.0233333,-84.6155556
57,9/25/2002 05:50,santa rosa,ca,us,other,4.0,3-4 seconds,Fast moving object &#44 possible cigar shape,10/15/2002,38.4405556,-122.71333329999999
58,9/25/2002 10:00,lee&#39s summit,mo,,light,40.0,40 seconds,Bright objects in NE Sky,9/29/2004,38.910841,-94.382172
59,9/25/2002 18:30,clinton,sc,us,other,3.0,2-3 sec. (approx.),The HugeBlur passed my field of view in no time flat&#44 Like it was shot from a Very Big Gun.,8/28/2003,34.4725,-81.88083329999999
60,9/25/2002 21:05,flint,mi,us,light,60.0,one minute,a star seemed to move across the sky,9/28/2002,43.0125,-83.6875
61,9/25/2002 22:30,orlando,fl,us,sphere,120.0,two minutes,My wife came home from work telling me that while she was at work&#44 doing a security check outside of her work&#44 a co-worker stated&#44&quot;what,10/28/2002,28.538055600000003,-81.3794444
62,9/25/2002 23:00,st. clair shores,mi,,light,15.0,15 sec.,A white light  that went from dim to birght and  then disappeared.,10/15/2002,42.495556,-82.900278
63,9/25/2003 00:00,abilene,ks,us,changing,240.0,4min approx,Glider shaped with round greenish grey orbs making the formation changes formation,9/28/2003,38.9172222,-97.2136111
64,9/25/2003 00:00,montreal (canada),pq,ca,changing,300.0,5 min,Fluctuating light in the sky,9/28/2003,45.5,-73.583333
65,9/25/2003 00:15,cape may,nj,us,sphere,300.0,we saw it for one hour&#44 b,Brightly lighted (white light) stationary object in the Southeastern sky witnessed by three people.,9/28/2003,38.935,-74.90638890000001
66,9/25/2003 00:35,sarasota,fl,us,other,180.0,3mins,I saw a fast moving white thin boomerang shaped line in the sky at night &#44which was not a cloud or smoke or birds . not,9/28/2003,27.336111100000004,-82.5308333
67,9/25/2003 01:00,kennewick,wa,us,light,2700.0,45 minutes plus,Rather bright&#44 star-like object with occasional short  light jets.  Object at high altitude moving erratically,9/28/2003,46.211388899999996,-119.13611110000001
68,9/25/2003 03:00,park rapids,mn,us,light,14400.0,4 hours,Blue and Red ball of light&#44 that just floated in the sky &#44 TELEPATHY THEORY MY OWN ENCOUNTER,11/26/2003,46.9222222,-95.0583333
69,9/25/2003 07:00,bellingham,wa,us,light,1200.0,20 minutes,I was walking East on Kellogg Road at 7am when I viewed a BEAUTIFUL&#44 HUGE&#44 glowing orange&#44 tri-level&#44 extremely dimensional&#44 lenticular,9/28/2003,48.7597222,-122.48694440000001
70,9/25/2003 10:30,ormond beach,fl,us,oval,180.0,approx. 3 mins,A comet-like object with a vapor trail behind it hovering above trees,12/19/2003,29.285555600000006,-81.0561111
71,9/25/2003 18:30,reno,nv,us,light,50.0,45-50 seconds,6:30pm/star like object moved straight down from high in the sky and appeared to change speed.,9/28/2003,39.5297222,-119.81277779999999
72,9/25/2003 18:35,arlington,wa,us,circle,600.0,10 minutes,This object was viewed from west looking east.While in the drive-thru line at the Smokey Point KFC&#44 my doughter and I watched a lar,9/28/2003,48.1988889,-122.1238889
73,9/25/2003 19:10,charlotte,nc,us,oval,180.0,3 minutes,One oval&#44 silver craft spotted over highway&#44 appeared to hover and then fly away,10/31/2003,35.226944399999994,-80.8433333
74,9/25/2003 20:00,bicknell,in,us,light,3600.0,1 hour,Star light objects strobing red then white moving at very fast speeds for the altitude,9/28/2003,38.7741667,-87.3077778
75,9/25/2003 20:00,traverse city,mi,us,disk,900.0,apx 15 minutes,Typical saucer shaped craft hovering close to road apx 45 feet above road,9/28/2003,44.7630556,-85.6205556
76,9/25/2003 20:15,vancouver (canada),bc,ca,light,2.0,2 seconds,HBCCUFO CANADIAN REPORT:  Witnessed a bright white light acting very strangely.,9/28/2003,49.25,-123.13333300000001
77,9/25/2003 20:30,dothan,al,us,light,900.0,15 minutes,I witnessed a color-shiftin object in the sky of Alabama when I was star-gazing.,12/9/2003,31.223055600000006,-85.3905556
78,9/25/2003 20:45,pensacola,fl,us,fireball,15.0,10-15 seconds,A bright Green&#44 almost flourescent in color decending down from the sky at a constant speed to only vanish not vaporate.,9/28/2003,30.421111100000005,-87.2169444
79,9/25/2003 21:00,newport,ar,us,formation,2700.0,45 minutes,V shaped Formation  over Newport&#44 AR.,9/28/2003,35.6047222,-91.2816667
80,9/25/2003 21:00,san jose,ca,us,triangle,420.0,4-7 minutes,Red &amp; White Triangle,10/7/2003,37.3394444,-121.8938889
81,9/25/2003 22:20,houston,tx,us,other,8.0,6-8 seconds,Crescent Shaped Object,9/28/2003,29.763055600000005,-95.3630556
82,9/25/2003 22:20,marstons mills,ma,us,unknown,300.0,@5 minutes,The sky above me was solid black&#44 no stars &#44no light of any kind and the black void changed it&#39s shape.,9/28/2003,41.656111100000004,-70.41666670000001
83,9/25/2003 22:30,chester (uk/england),,gb,triangle,180.0,3minutes,the B-2 lookalike moved from being Stationery over my head and moved off at slow speeds from my position.,12/3/2004,53.2,-2.916667
84,9/25/2003 22:35,sydney (nsw&#44 australia),,au,egg,20.0,20 sec,3 Weakly lit egg shapes in tight formation.,10/7/2003,-33.861481,151.205475
85,9/25/2004 00:20,tess corners,wi,us,light,420.0,7 min,Tess Corners - Lights in Formation,9/29/2004,42.9222222,-88.0994444
86,9/25/2004 01:30,windsor,co,us,triangle,30.0,30 seconds,Black triangle with three lights seen flying over Windsor&#44 Colorado.,10/27/2004,40.4775,-104.90083329999999
87,9/25/2004 06:00,detroit,mi,us,light,300.0,5 minutes,Shaft of light above Detroit,9/29/2004,42.33138889999999,-83.0458333
88,9/25/2004 12:00,gibson city,il,us,oval,60.0,1 minute,Slow moving round silver object going east in Illinois.,2/1/2007,40.4652778,-88.3758333
89,9/25/2004 13:00,toronto (canada),on,ca,circle,5.0,5 sec,golden orb at a high rate of speed within clouds,7/5/2008,43.666667,-79.416667
90,9/25/2004 13:00,st. louis park,mn,us,oval,600.0,10 minutes,2 objects circled eachother for 5-8 minutes&#44 only until they were directly overhead did we get to see the oval shape&#44 and silver color.,10/27/2004,44.9483333,-93.34777779999999
91,9/25/2004 17:30,chicago,il,us,oval,900.0,15 mins,Dark oval shaped object over the city.,10/27/2004,41.85,-87.65
92,9/25/2004 17:45,bellevue,wa,us,unknown,900.0,15 minutes,High Tech Survelliance or Millionare seen High Above Bellevue&#44 WA,9/29/2004,47.610555600000005,-122.19944440000002
93,9/25/2004 19:30,chicago,il,us,circle,60.0,1 min,Saw a circular/ring shaped dark craft above the shore of Lake Michigan/downtown Chicago against a blue sky.,9/29/2004,41.85,-87.65
94,9/25/2004 20:00,lizton,in,us,light,1200.0,20 minutes,Very bright light changing from white to blue hovering in the same spot for approx. 20 minutes then disappeared.,10/27/2004,39.8866667,-86.5433333
95,9/25/2004 20:00,snoqualmie pass/blewett pass area,wa,,sphere,300.0,5 minutes,Mushroom picking on Blewitt Pass area about 730-8pm....,9/29/2004,47.751073999999996,-120.74013899999999
96,9/25/2005 02:00,chateauguay (canada),qc,ca,changing,120.0,1-2 minutes,Pulsating bright greenish white object that hovered and then disapeared into thin air,10/11/2005,45.383333,-73.75
97,9/25/2005 08:15,shongaloo,la,us,light,600.0,8-10 minutes,It was a light with a haze around it.,10/11/2005,32.9413889,-93.29861109999999
98,9/25/2005 12:00,sayreville,nj,us,oval,180.0,3 minutes,blimp-like craft over the Raritan,12/16/2005,40.459166700000004,-74.36138890000001
99,9/25/2005 18:45,tokyo (japan),,,triangle,5.0,5 sec,As I was looking up the sky I noticed a black triangle shape flying object with three amber color round light source on all corners fly,10/11/2005,35.689488,139.691706
100,9/25/2005 19:00,nottingham (uk/england),,gb,changing,180.0,3 minutes,UFO sighting &#44Nottingham England.Bright light eventually appeared to grow and change shape b4 vanishing,10/11/2005,52.966667,-1.166667
101,9/25/2005 19:15,prescott valley,az,us,fireball,180.0,approximately 2-3 minutes,Extremely bright glowing orange ball of light with some sort of dim object obove it&#44 possibly a reflection on a larger surface,10/11/2005,34.61,-112.315
102,9/25/2005 19:41,lannoy (north part of france),,,rectangle,1320.0,22 minutes,Black little square floating in the sky&#44 North of FRANCE.,5/15/2006,50.665802,3.210788
103,9/25/2005 23:18,grantville,ga,us,light,180.0,3 minutes,Mysterious Lights that seemed to have landed and taken off again,10/11/2005,33.2347222,-84.8358333
104,9/25/2005 23:45,port st. lucie,fl,,fireball,45.0,45 sec,Orange firebal went across the sky from ~WNW to ESE over the ocean,12/16/2005,27.273049,-80.358226
105,9/25/2006 04:30,marion,mt,us,unknown,2100.0,35 minutes,Bright spot in sky blinking red and green and (sometimes) white light&#44 stationery place in sky for 30 minutes.,10/30/2006,48.1055556,-114.6622222
106,9/25/2006 06:30,jeanerette,la,us,light,5.0,3-5 seconds,Fast moving object appears and disappears in seconds.,10/30/2006,29.9108333,-91.6633333
107,9/25/2006 10:00,houston,tx,us,unknown,30.0,30 seconds,Large dark object hovering east to west over Houston Suburbs.,2/1/2007,29.763055600000005,-95.3630556
108,9/25/2006 11:00,salisbury (uk/england),,gb,oval,120.0,two minutes,Faint blue-grey object seen floating over Stonehenge Sept 25th 2006,2/1/2007,51.066666999999995,-1.7833330000000003
109,9/25/2006 18:30,vista,ca,us,unknown,300.0,5 minutes aprox,small dark object in sky&#44 not traveling.,10/30/2006,33.2,-117.24166670000001
110,9/25/2006 20:20,dover,nh,us,triangle,1200.0,20 minutes,one UFO spotted in the skys over Dover NH&#44 making amazing turns with its bright pinkish/red lights,10/30/2006,43.1977778,-70.8741667
111,9/25/2006 20:37,port angeles,wa,us,triangle,10.0,5-10 sec. each time.,Large triangular shaped object  followed by smaller round lights in changing formations.,10/30/2006,48.118333299999996,-123.42944440000001
112,9/25/2006 20:40,rogers,mn,us,light,180.0,3 minutes,&quot;Star&quot; observed moving erratically through the evening sky,10/30/2006,45.188888899999995,-93.55277779999999
113,9/25/2006 20:53,casa grande,az,us,triangle,180.0,2-3 mins,Triangular craft with orange lights moving in an odd pattern.,10/30/2006,32.8794444,-111.75666670000001
114,9/25/2006 22:00,hartford,ny,us,fireball,300.0,5 minutes,Orangish ball of light traveling quietly near my home&#44 like a wave &amp; bouncy for around 5 minutes. Hartford NY,10/30/2006,43.3636111,-73.3941667
115,9/25/2006 22:10,glasgow/rutherglen (uk/scotland),,,other,30.0,30 seconds,MOVING STARS:OR ARE THEY?,10/30/2006,55.828972,-4.2242690000000005
116,9/25/2006 22:15,elgin,il,us,rectangle,5.0,5 seconds,3 lights flew silently over Elgin Illinois at 22:15,10/30/2006,42.0372222,-88.28111109999999
117,9/25/2006 23:00,tualatin,or,us,oval,1200.0,20 miinutes,saw UFO while walking home. Tualatin&#44 Oregon. 9-25-06,10/30/2006,45.3841667,-122.7627778
118,9/25/2007 05:31,lake dallas,tx,us,rectangle,180.0,3 mins,I saw a rectangular shaped object on the western horizon glowing orange I saw a jet intercepting the object and then abruptly turn away,10/8/2007,33.1191667,-97.0252778
119,9/25/2007 05:38,el cajon,ca,us,light,600.0,10 minutes,Orb of light changed directions rapidly in the sky,10/8/2007,32.7947222,-116.96166670000001
120,9/25/2007 06:00,damascus,or,us,circle,3600.0,1 + hours,Huge ball of light seen in eastern sky at 6 am Sept 25&#44 2007 east of Gresham&#44 Oregon.,10/8/2007,45.417777799999996,-122.45777779999999
121,9/25/2007 16:24,tampa,fl,us,sphere,988.0,16:28,Ufo Danced over Tia from a distance it looked still but i put the zoom on the camera and wallah,10/8/2007,27.947222200000002,-82.45861109999998
122,9/25/2007 17:30,eden mills,vt,us,formation,180.0,3 minutes,Unidentified slowly moving Mobile Object flew north from Lake Eden&#44 Vermont,10/8/2007,44.713333299999995,-72.5305556
123,9/25/2007 18:40,franklin,tn,us,triangle,120.0,1-2 minutes,Black Triangle or dark colored unidentified object south of Nashville at dusk,10/8/2007,35.925,-86.8688889
124,9/25/2007 18:45,baltimore,md,us,light,20.0,20 seconds,white light over baltimore,10/8/2007,39.2902778,-76.6125
125,9/25/2007 19:29,marion,va,us,triangle,420.0,5-7 minutes,a black triangle hovered over our campsite for,3/4/2008,36.8347222,-81.515
126,9/25/2007 21:05,wilmington,nc,us,light,60.0,60 seconds,Multiple orange lights over ocean in eastern sky of North Carolina,10/8/2007,34.22555560000001,-77.945
127,9/25/2007 21:30,shelby,nc,us,circle,10.0,10 sec,Round&#44 lighted object over Shelby&#44 NC&#44 hovered then zoomed away.  ((NUFORC Note:  Possible hoax??  PD)),8/5/2009,35.2922222,-81.5358333
128,9/25/2007 22:15,bayside,ny,us,triangle,120.0,1-2 minutes,1 white light  underbelly has 3 lights? v shape&#441 red light following moving very very fast,10/8/2007,40.7683333,-73.7775
129,9/25/2007 22:20,new haven,ct,us,oval,900.0,15 min,STRANGE ORBS OVER LONG WHARF HARBOR?,10/8/2007,41.3080556,-72.9286111
130,9/25/2008 00:30,starksboro,vt,us,triangle,150.0,2.5min,huge low flying craft.,10/31/2008,44.2272222,-73.0577778
131,9/25/2008 01:00,warrensburg,mo,us,other,5.0,approx. 5 sec.,At approximately 1 am of Sept. 25th&#44 2008&#44 I saw an object in the sky that I was and am unable to identify.,10/31/2008,38.7627778,-93.7358333
132,9/25/2008 01:30,austin,tx,us,triangle,30.0,30 seconds,2 independent observers witnessed very fast&#44 very high&#44 triangular lights soaring through the Austin sky and then dissappearing.,10/31/2008,30.266944399999996,-97.7427778
133,9/25/2008 02:09,clinton,mi,us,sphere,5.0,5 seconds,previously stationary bright blue object descends rapidly towards ground,10/31/2008,42.07194439999999,-83.9716667
134,9/25/2008 03:30,ainsworth,ne,us,triangle,30.0,30 seconds,Three objects that are silent and unexplainable,1/10/2009,42.55,-99.8622222
135,9/25/2008 06:15,hartford city,in,us,oval,2.0,seconds,Large&#44 Bright LED type light flying low and fast then dimming out quickly.,10/31/2008,40.451111100000006,-85.37
136,9/25/2008 06:16,williamsburg,oh,us,sphere,8.0,8 seconds,Super intense white light moving at airplane like speeds for 6 seconds&#44 changed to intense green and warp speeded away in 1 second,10/31/2008,39.0541667,-84.0530556
137,9/25/2008 10:00,bethel,oh,us,circle,900.0,15 minutes,One shape shifing UFO&#44 or two to three UFO&#39s?,10/31/2008,38.9636111,-84.0808333
138,9/25/2008 14:35,roscoe,il,us,disk,30.0,30 seconds,Disk shaped metallic object in sky&#44 hovered&#44 and was gone. Slight trail&#44 but also gone in seconds.,10/31/2008,42.4133333,-89.00916670000001
139,9/25/2008 16:15,london (uk/england),,gb,sphere,1.0,1 second,small&#44 fast moving sphere travelling in straight line high up on a cloudy day in London,10/31/2008,51.514125,-0.093689
140,9/25/2008 20:00,bradford,vt,us,unknown,15.0,15 sec,four large reddish orange lights for about 15 sec. then just vanished,10/31/2008,43.9925,-72.1294444
141,9/25/2008 20:30,las vegas,nv,us,unknown,5.0,5 seconds,&quot;Shooting Star&quot; Slows&#44 Turns&#44 and Spirals Inward,10/31/2008,36.175,-115.1363889
142,9/25/2008 20:55,shrewsbury (uk/england),,gb,light,60.0,1 minute,Orange light moving fast across the sky&#44 no sound.,10/31/2008,52.716667,-2.733333
143,9/25/2008 21:45,fremont,ca,us,changing,180.0,3 min.,GHOST-LIKE BLOB W/ 4 ROUND GHOST-LIKE BALLS INSIDE&amp;IT WAS CHANGING SHAPES SLOWLY,10/31/2008,37.548333299999996,-121.9875
144,9/25/2008 22:01,newport (uk/wales),,gb,light,5.0,5 seconds,orange light in night sky,10/31/2008,52.016667,-4.8333330000000005
145,9/25/2008 23:00,bethel,oh,us,circle,900.0,15 minutes,&#39Flashing  UFO and circular UFO in the night sky&#39,10/31/2008,38.9636111,-84.0808333
146,9/25/2008 23:15,lyas (france),,,other,10.0,10 sec,the looking like afterburning lights moved steadily at relatively slow speed ( guess=< 200 kts ),10/31/2008,44.758106,4.598572
147,9/25/2009 02:30,columbia,sc,us,formation,300.0,5 minutes,vertical lights 3 with one on each side columbia S.C,12/12/2009,34.000555600000006,-81.035
148,9/25/2009 08:30,vernal,ut,us,sphere,300.0,5 min,bright spherical light going across the sky. stopping and starting and then just disappeared.,12/12/2009,40.455555600000004,-109.52805559999999
149,9/25/2009 18:45,elstree and borehamwood (uk/england),,,other,45.0,45 seconds,Non moving object seen for 45seconds then disapeared over borehamwood&#44 very high.,12/12/2009,51.656756,-0.277856
150,9/25/2009 20:00,guffey (4 miles outside of),co,us,light,30.0,30 seconds,ball of light&#44 yellowish white in color&#44 slightly bigger than the planet jupiter.  ((NUFORC Note:  ISS sighting??  PD)),12/12/2009,38.7511111,-105.52083329999999
151,9/25/2009 20:45,martindale,tx,us,changing,300.0,5 min-10min,((HOAX??))  now i belive,12/12/2009,29.845277799999998,-97.8405556
152,9/25/2009 20:59,fayetteville,ar,us,light,15.0,10-15 seconds,Bright light moving West to East in Northwest Arkansas...Then vanished into thin air&#33,12/12/2009,36.0625,-94.1572222
153,9/25/2009 21:00,fryeburg,me,us,flash,3600.0,1 hour +/-,Flashing light over Black Cap,12/12/2009,44.016388899999995,-70.98111109999999
154,9/25/2009 21:15,spencer,ia,us,changing,3600.0,60 mins,Unexplained pattern of mult-colored lights that moved&#44 diappeared&#44 reappeared and has 7 Iowans believing that there are definately UFOs,12/12/2009,43.141388899999995,-95.1441667
155,9/25/2009 21:30,alma,ar,us,unknown,4.0,4 seconds,Triangular pattern of lights hovering above Alma&#44 Arkansas,12/12/2009,35.4777778,-94.2216667
